row_id,latitude,longitude,date_time,organism_id,geometry,date,time,date_string,year,month_day
1739_231948,44.758376,-124.069596,2011-08-24 10:00:00,,POINT (-124.069596 44.758376),2011-08-24,10:00:00,2011-08-24,2011,08-24
1739_201268,33.654816,-118.305244,2012-02-02 02:22:00,,POINT (-118.305244 33.654816),2012-02-02,02:22:00,2012-02-02,2012,02-02
1739_76223,26.83,-113.2,2012-03-18 11:15:00,,POINT (-113.2 26.83),2012-03-18,11:15:00,2012-03-18,2012,03-18
1739_138293,44.83013,-124.067938,2012-07-04 15:11:00,https://happywhale.com/individual/19916,POINT (-124.067938 44.83013),2012-07-04,15:11:00,2012-07-04,2012,07-04
1739_234285,44.829443,-124.066737,2012-07-25 11:10:00,https://happywhale.com/individual/19917,POINT (-124.066737 44.829443),2012-07-25,11:10:00,2012-07-25,2012,07-25
1739_61880,49.786376,-124.08783,2012-07-31 18:06:00,,POINT (-124.08783 49.786376),2012-07-31,18:06:00,2012-07-31,2012,07-31
1739_179993,44.785241,-124.074966,2012-09-22 15:52:00,https://happywhale.com/individual/19919,POINT (-124.074966 44.785241),2012-09-22,15:52:00,2012-09-22,2012,09-22
1739_209239,44.7868,-124.0735,2012-09-22 16:01:00,https://happywhale.com/individual/19920,POINT (-124.0735 44.7868),2012-09-22,16:01:00,2012-09-22,2012,09-22
1739_33870,44.786808,-124.073496,2012-09-22 16:17:00,https://happywhale.com/individual/19921,POINT (-124.073496 44.786808),2012-09-22,16:17:00,2012-09-22,2012,09-22
1739_138294,44.829329,-124.066243,2012-09-22 17:20:00,https://happywhale.com/individual/19918,POINT (-124.066243 44.829329),2012-09-22,17:20:00,2012-09-22,2012,09-22
1739_188146,37.68,-123.0,2012-10-08 08:41:00,,POINT (-123 37.68),2012-10-08,08:41:00,2012-10-08,2012,10-08
1739_188147,37.68,-123.0,2012-10-09 07:56:00,,POINT (-123 37.68),2012-10-09,07:56:00,2012-10-09,2012,10-09
1739_191105,34.0,-118.51,2012-12-30 16:21:00,,POINT (-118.51 34),2012-12-30,16:21:00,2012-12-30,2012,12-30
1739_67326,22.75,-109.9,2013-01-19 09:56:00,,POINT (-109.9 22.75),2013-01-19,09:56:00,2013-01-19,2013,01-19
1739_25637,24.653258,-112.031708,2013-02-21 18:09:00,,POINT (-112.031708 24.653258),2013-02-21,18:09:00,2013-02-21,2013,02-21
1739_207632,32.584722,-117.416208,2013-03-18 14:39:00,,POINT (-117.416208 32.584722),2013-03-18,14:39:00,2013-03-18,2013,03-18
1739_3082,32.585461,-117.414086,2013-03-18 14:39:00,,POINT (-117.414086 32.585461),2013-03-18,14:39:00,2013-03-18,2013,03-18
1739_261672,32.584831,-117.415942,2013-03-18 14:39:00,,POINT (-117.415942 32.584831),2013-03-18,14:39:00,2013-03-18,2013,03-18
1739_205495,49.251732,-126.133392,2013-08-03 14:52:00,,POINT (-126.133392 49.251732),2013-08-03,14:52:00,2013-08-03,2013,08-03
1739_130142,45.335554,-124.009135,2013-09-01 11:30:00,,POINT (-124.009135 45.335554),2013-09-01,11:30:00,2013-09-01,2013,09-01
1739_192529,44.830907,-124.066383,2013-09-07 09:55:00,https://happywhale.com/individual/19922,POINT (-124.066383 44.830907),2013-09-07,09:55:00,2013-09-07,2013,09-07
1739_112953,44.785957,-124.074998,2013-09-28 10:51:00,,POINT (-124.074998 44.785957),2013-09-28,10:51:00,2013-09-28,2013,09-28
1739_67402,33.9,-118.5,2013-12-27 11:36:00,,POINT (-118.5 33.9),2013-12-27,11:36:00,2013-12-27,2013,12-27
1739_220332,34.0,-118.51,2013-12-29 15:19:00,,POINT (-118.51 34),2013-12-29,15:19:00,2013-12-29,2013,12-29
1739_191106,34.0,-118.51,2014-01-22 11:42:00,,POINT (-118.51 34),2014-01-22,11:42:00,2014-01-22,2014,01-22
1739_145176,34.0,-118.51,2014-02-04 14:48:00,,POINT (-118.51 34),2014-02-04,14:48:00,2014-02-04,2014,02-04
1739_123867,36.8,-122.0,2014-03-22 10:43:00,,POINT (-122 36.8),2014-03-22,10:43:00,2014-03-22,2014,03-22
1739_125459,44.829667,-124.066753,2014-07-12 11:52:00,https://happywhale.com/individual/19923,POINT (-124.066753 44.829667),2014-07-12,11:52:00,2014-07-12,2014,07-12
1739_255896,42.404335,-124.426842,2014-07-23 08:30:00,,POINT (-124.426842 42.404335),2014-07-23,08:30:00,2014-07-23,2014,07-23
1739_175927,44.831558,-124.064966,2014-08-09 17:24:00,https://happywhale.com/individual/19924,POINT (-124.064966 44.831558),2014-08-09,17:24:00,2014-08-09,2014,08-09
1739_36528,34.0,-118.51,2014-12-28 15:59:00,,POINT (-118.51 34),2014-12-28,15:59:00,2014-12-28,2014,12-28
1739_95781,33.835,-118.41,2015-01-01 14:39:00,,POINT (-118.41 33.835),2015-01-01,14:39:00,2015-01-01,2015,01-01
1739_79822,31.434366,-116.759949,2015-01-24 12:31:00,,POINT (-116.759949 31.434366),2015-01-24,12:31:00,2015-01-24,2015,01-24
1739_121473,31.663,-116.798,2015-01-24 12:32:00,,POINT (-116.798 31.663),2015-01-24,12:32:00,2015-01-24,2015,01-24
1739_70943,33.895906,-118.456764,2015-02-14 11:49:00,,POINT (-118.456764 33.895906),2015-02-14,11:49:00,2015-02-14,2015,02-14
1739_116672,33.98,-118.5,2015-02-16 00:00:00,,POINT (-118.5 33.98),2015-02-16,00:00:00,2015-02-16,2015,02-16
1739_21154,24.6,-112.0,2015-02-27 13:33:00,,POINT (-112 24.6),2015-02-27,13:33:00,2015-02-27,2015,02-27
1739_66787,33.636632,-117.987435,2015-03-21 13:29:00,,POINT (-117.987435 33.636632),2015-03-21,13:29:00,2015-03-21,2015,03-21
1739_146146,33.580303,-117.943254,2015-03-22 18:02:00,,POINT (-117.943254 33.580303),2015-03-22,18:02:00,2015-03-22,2015,03-22
1739_100697,36.798707,-121.813368,2015-03-27 00:00:00,,POINT (-121.813368 36.798707),2015-03-27,00:00:00,2015-03-27,2015,03-27
1739_25860,36.798707,-121.813368,2015-03-27 00:00:00,,POINT (-121.813368 36.798707),2015-03-27,00:00:00,2015-03-27,2015,03-27
1739_25861,36.798707,-121.813368,2015-03-27 00:00:00,,POINT (-121.813368 36.798707),2015-03-27,00:00:00,2015-03-27,2015,03-27
1739_263689,36.798707,-121.813368,2015-03-27 00:00:00,,POINT (-121.813368 36.798707),2015-03-27,00:00:00,2015-03-27,2015,03-27
1739_221280,33.580303,-117.943254,2015-03-29 13:09:00,,POINT (-117.943254 33.580303),2015-03-29,13:09:00,2015-03-29,2015,03-29
1739_187891,33.580303,-117.943254,2015-05-03 10:17:00,,POINT (-117.943254 33.580303),2015-05-03,10:17:00,2015-05-03,2015,05-03
1739_209240,44.83016,-124.067767,2015-05-22 15:10:00,,POINT (-124.067767 44.83016),2015-05-22,15:10:00,2015-05-22,2015,05-22
1739_184142,44.831429,-124.066586,2015-05-22 16:47:00,,POINT (-124.066586 44.831429),2015-05-22,16:47:00,2015-05-22,2015,05-22
1739_531,44.831378,-124.06693,2015-05-22 16:53:00,https://happywhale.com/individual/94657,POINT (-124.06693 44.831378),2015-05-22,16:53:00,2015-05-22,2015,05-22
1739_139137,44.632809,-124.067671,2015-05-23 15:46:00,,POINT (-124.067671 44.632809),2015-05-23,15:46:00,2015-05-23,2015,05-23
1739_75488,44.831361,-124.065825,2015-07-08 10:39:00,https://happywhale.com/individual/19926,POINT (-124.065825 44.831361),2015-07-08,10:39:00,2015-07-08,2015,07-08
1739_226002,44.829522,-124.066238,2015-07-08 12:54:00,https://happywhale.com/individual/19925,POINT (-124.066238 44.829522),2015-07-08,12:54:00,2015-07-08,2015,07-08
1739_246865,44.831148,-124.067541,2015-07-11 09:07:00,https://happywhale.com/individual/19927,POINT (-124.067541 44.831148),2015-07-11,09:07:00,2015-07-11,2015,07-11
1739_179996,44.829788,-124.066678,2015-07-11 09:53:00,https://happywhale.com/individual/19925,POINT (-124.066678 44.829788),2015-07-11,09:53:00,2015-07-11,2015,07-11
1739_154816,44.760099,-124.069837,2015-07-15 10:34:00,,POINT (-124.069837 44.760099),2015-07-15,10:34:00,2015-07-15,2015,07-15
1739_37965,44.814648,-124.073625,2015-07-28 09:01:00,https://happywhale.com/individual/19912,POINT (-124.073625 44.814648),2015-07-28,09:01:00,2015-07-28,2015,07-28
1739_67796,65.6,-168.6,2015-08-15 12:14:00,,POINT (-168.6 65.6),2015-08-15,12:14:00,2015-08-15,2015,08-15
1739_33871,44.758364,-124.070685,2015-08-24 13:46:00,https://happywhale.com/individual/19912,POINT (-124.070685 44.758364),2015-08-24,13:46:00,2015-08-24,2015,08-24
1739_205143,44.83044,-124.067123,2015-09-05 09:24:00,https://happywhale.com/individual/19920,POINT (-124.067123 44.83044),2015-09-05,09:24:00,2015-09-05,2015,09-05
1739_154817,44.78087,-124.074483,2015-09-05 10:32:00,https://happywhale.com/individual/19913,POINT (-124.074483 44.78087),2015-09-05,10:32:00,2015-09-05,2015,09-05
1739_79626,44.830752,-124.06723,2015-09-07 16:18:00,https://happywhale.com/individual/19928,POINT (-124.06723 44.830752),2015-09-07,16:18:00,2015-09-07,2015,09-07
1739_146585,44.759817,-124.068507,2015-09-19 10:38:00,https://happywhale.com/individual/19931,POINT (-124.068507 44.759817),2015-09-19,10:38:00,2015-09-19,2015,09-19
1739_532,44.781086,-124.074579,2015-09-21 10:16:00,https://happywhale.com/individual/19930,POINT (-124.074579 44.781086),2015-09-21,10:16:00,2015-09-21,2015,09-21
1739_250981,44.786073,-124.075363,2015-10-17 15:47:00,https://happywhale.com/individual/19931,POINT (-124.075363 44.786073),2015-10-17,15:47:00,2015-10-17,2015,10-17
1739_91732,33.6,-118.1,2015-12-05 10:57:00,,POINT (-118.1 33.6),2015-12-05,10:57:00,2015-12-05,2015,12-05
1739_142048,33.483286,-117.753632,2015-12-06 13:16:00,,POINT (-117.753632 33.483286),2015-12-06,13:16:00,2015-12-06,2015,12-06
1739_175488,33.74,-118.41,2015-12-08 16:47:00,,POINT (-118.41 33.74),2015-12-08,16:47:00,2015-12-08,2015,12-08
1739_29179,33.55,-117.9,2015-12-15 10:34:00,https://happywhale.com/individual/1149,POINT (-117.9 33.55),2015-12-15,10:34:00,2015-12-15,2015,12-15
1739_37529,33.6,-118.1,2015-12-17 16:25:00,,POINT (-118.1 33.6),2015-12-17,16:25:00,2015-12-17,2015,12-17
1739_12643,33.6,-118.1,2015-12-26 11:08:00,,POINT (-118.1 33.6),2015-12-26,11:08:00,2015-12-26,2015,12-26
1739_266034,34.0,-118.51,2015-12-27 13:52:00,,POINT (-118.51 34),2015-12-27,13:52:00,2015-12-27,2015,12-27
1739_99975,33.6679,-118.307,2016-01-01 13:13:00,,POINT (-118.307 33.6679),2016-01-01,13:13:00,2016-01-01,2016,01-01
1739_12598,33.546402,-117.810972,2016-01-01 15:08:00,,POINT (-117.810972 33.546402),2016-01-01,15:08:00,2016-01-01,2016,01-01
1739_4316,33.7107,-118.3379,2016-01-09 11:07:00,,POINT (-118.3379 33.7107),2016-01-09,11:07:00,2016-01-09,2016,01-09
1739_237951,33.6873,-118.2998,2016-01-10 11:02:00,,POINT (-118.2998 33.6873),2016-01-10,11:02:00,2016-01-10,2016,01-10
1739_200435,33.7287,-118.4189,2016-01-12 13:01:00,,POINT (-118.4189 33.7287),2016-01-12,13:01:00,2016-01-12,2016,01-12
1739_154363,33.95,-118.5,2016-01-14 00:00:00,,POINT (-118.5 33.95),2016-01-14,00:00:00,2016-01-14,2016,01-14
1739_45939,33.7073,-118.3667,2016-01-17 11:27:00,,POINT (-118.3667 33.7073),2016-01-17,11:27:00,2016-01-17,2016,01-17
1739_179591,33.6809,-118.2829,2016-01-18 13:52:00,,POINT (-118.2829 33.6809),2016-01-18,13:52:00,2016-01-18,2016,01-18
1739_244289,26.737887,-113.256924,2016-01-30 05:45:00,,POINT (-113.256924 26.737887),2016-01-30,05:45:00,2016-01-30,2016,01-30
1739_258786,33.7135,-118.3459,2016-01-30 13:27:00,,POINT (-118.3459 33.7135),2016-01-30,13:27:00,2016-01-30,2016,01-30
1739_100396,27.86,-114.27,2016-02-11 01:14:00,,POINT (-114.27 27.86),2016-02-11,01:14:00,2016-02-11,2016,02-11
1739_205145,27.86,-114.27,2016-02-11 01:14:00,,POINT (-114.27 27.86),2016-02-11,01:14:00,2016-02-11,2016,02-11
1739_183650,33.4596,-117.7255,2016-02-21 11:32:00,,POINT (-117.7255 33.4596),2016-02-21,11:32:00,2016-02-21,2016,02-21
1739_241109,34.0,-118.51,2016-02-22 11:20:00,,POINT (-118.51 34),2016-02-22,11:20:00,2016-02-22,2016,02-22
1739_207844,34.0,-118.51,2016-02-22 11:25:00,,POINT (-118.51 34),2016-02-22,11:25:00,2016-02-22,2016,02-22
1739_166396,25.1966,-112.1275,2016-02-26 12:00:00,,POINT (-112.1275 25.1966),2016-02-26,12:00:00,2016-02-26,2016,02-26
1739_7950,25.1966,-112.1275,2016-02-26 12:00:00,,POINT (-112.1275 25.1966),2016-02-26,12:00:00,2016-02-26,2016,02-26
1739_83345,25.1966,-112.1275,2016-02-26 12:00:00,,POINT (-112.1275 25.1966),2016-02-26,12:00:00,2016-02-26,2016,02-26
1739_25117,33.7007,-118.2376,2016-02-28 10:43:00,,POINT (-118.2376 33.7007),2016-02-28,10:43:00,2016-02-28,2016,02-28
1739_37532,33.706,-118.3086,2016-02-28 13:12:00,,POINT (-118.3086 33.706),2016-02-28,13:12:00,2016-02-28,2016,02-28
1739_28086,26.83,-113.2,2016-03-01 16:08:00,,POINT (-113.2 26.83),2016-03-01,16:08:00,2016-03-01,2016,03-01
1739_233824,36.8,-121.85,2016-03-03 11:48:00,,POINT (-121.85 36.8),2016-03-03,11:48:00,2016-03-03,2016,03-03
1739_37468,33.54,-117.785,2016-03-04 12:44:00,,POINT (-117.785 33.54),2016-03-04,12:44:00,2016-03-04,2016,03-04
1739_259187,27.879142,-114.286866,2016-03-05 01:26:00,,POINT (-114.286866 27.879142),2016-03-05,01:26:00,2016-03-05,2016,03-05
1739_249971,26.83,-113.2,2016-03-05 10:30:00,https://happywhale.com/individual/115521,POINT (-113.2 26.83),2016-03-05,10:30:00,2016-03-05,2016,03-05
1739_91162,26.83,-113.2,2016-03-05 10:30:00,https://happywhale.com/individual/115522,POINT (-113.2 26.83),2016-03-05,10:30:00,2016-03-05,2016,03-05
1739_183065,26.83,-113.2,2016-03-05 10:30:00,https://happywhale.com/individual/115523,POINT (-113.2 26.83),2016-03-05,10:30:00,2016-03-05,2016,03-05
1739_124412,26.83,-113.2,2016-03-05 10:30:00,,POINT (-113.2 26.83),2016-03-05,10:30:00,2016-03-05,2016,03-05
1739_153751,26.83,-113.2,2016-03-05 10:30:00,,POINT (-113.2 26.83),2016-03-05,10:30:00,2016-03-05,2016,03-05
1739_233286,26.83,-113.2,2016-03-05 10:30:00,,POINT (-113.2 26.83),2016-03-05,10:30:00,2016-03-05,2016,03-05
1739_41105,26.83,-113.2,2016-03-05 10:30:00,,POINT (-113.2 26.83),2016-03-05,10:30:00,2016-03-05,2016,03-05
1739_59028,26.83,-113.2,2016-03-05 10:30:00,,POINT (-113.2 26.83),2016-03-05,10:30:00,2016-03-05,2016,03-05
1739_74489,26.83,-113.2,2016-03-05 10:30:00,,POINT (-113.2 26.83),2016-03-05,10:30:00,2016-03-05,2016,03-05
1739_12647,33.6947,-118.3083,2016-03-08 12:55:00,,POINT (-118.3083 33.6947),2016-03-08,12:55:00,2016-03-08,2016,03-08
1739_108360,33.7235,-118.3713,2016-03-12 16:17:00,,POINT (-118.3713 33.7235),2016-03-12,16:17:00,2016-03-12,2016,03-12
1739_238211,39.435573,-123.821521,2016-03-16 00:00:00,,POINT (-123.821521 39.435573),2016-03-16,00:00:00,2016-03-16,2016,03-16
1739_87525,25.280714,-112.123139,2016-03-17 16:44:00,https://happywhale.com/individual/115525,POINT (-112.123139 25.280714),2016-03-17,16:44:00,2016-03-17,2016,03-17
1739_191528,25.2823,-112.126197,2016-03-17 16:45:00,,POINT (-112.126197 25.2823),2016-03-17,16:45:00,2016-03-17,2016,03-17
1739_183066,25.280714,-112.123139,2016-03-17 16:45:00,https://happywhale.com/individual/115526,POINT (-112.123139 25.280714),2016-03-17,16:45:00,2016-03-17,2016,03-17
1739_212418,25.28112,-112.123653,2016-03-17 17:07:00,https://happywhale.com/individual/115525,POINT (-112.123653 25.28112),2016-03-17,17:07:00,2016-03-17,2016,03-17
1739_178952,25.280669,-112.122847,2016-03-17 17:25:00,,POINT (-112.122847 25.280669),2016-03-17,17:25:00,2016-03-17,2016,03-17
1739_70926,25.234883,-112.120378,2016-03-18 07:40:00,https://happywhale.com/individual/115524,POINT (-112.120378 25.234883),2016-03-18,07:40:00,2016-03-18,2016,03-18
1739_179592,33.7211,-118.193,2016-03-30 15:02:00,,POINT (-118.193 33.7211),2016-03-30,15:02:00,2016-03-30,2016,03-30
1739_108730,26.857796,-113.176399,2016-03-31 09:10:00,,POINT (-113.176399 26.857796),2016-03-31,09:10:00,2016-03-31,2016,03-31
1739_234108,57.033655,-135.614033,2016-03-31 10:50:00,,POINT (-135.614033 57.033655),2016-03-31,10:50:00,2016-03-31,2016,03-31
1739_242169,33.7211,-118.1952,2016-04-23 09:43:00,,POINT (-118.1952 33.7211),2016-04-23,09:43:00,2016-04-23,2016,04-23
1739_154819,44.831043,-124.066715,2016-05-06 23:45:00,,POINT (-124.066715 44.831043),2016-05-06,23:45:00,2016-05-06,2016,05-06
1739_79627,44.829915,-124.067241,2016-05-12 01:01:00,,POINT (-124.067241 44.829915),2016-05-12,01:01:00,2016-05-12,2016,05-12
1739_146578,44.830142,-124.067064,2016-05-12 01:02:00,https://happywhale.com/individual/19932,POINT (-124.067064 44.830142),2016-05-12,01:02:00,2016-05-12,2016,05-12
1739_184143,44.83082,-124.066919,2016-05-12 01:19:00,,POINT (-124.066919 44.83082),2016-05-12,01:19:00,2016-05-12,2016,05-12
1739_108770,44.831393,-124.064269,2016-05-12 20:26:00,,POINT (-124.064269 44.831393),2016-05-12,20:26:00,2016-05-12,2016,05-12
1739_250983,44.829738,-124.067488,2016-05-12 20:36:00,,POINT (-124.067488 44.829738),2016-05-12,20:36:00,2016-05-12,2016,05-12
1739_238383,44.831195,-124.066458,2016-05-12 23:35:00,,POINT (-124.066458 44.831195),2016-05-12,23:35:00,2016-05-12,2016,05-12
1739_234287,44.831041,-124.066265,2016-05-14 04:16:00,https://happywhale.com/individual/19933,POINT (-124.066265 44.831041),2016-05-14,04:16:00,2016-05-14,2016,05-14
1739_213420,44.830751,-124.066721,2016-05-14 18:45:00,,POINT (-124.066721 44.830751),2016-05-14,18:45:00,2016-05-14,2016,05-14
1739_226003,44.830957,-124.064752,2016-05-18 19:30:00,,POINT (-124.064752 44.830957),2016-05-18,19:30:00,2016-05-18,2016,05-18
1739_192530,44.77995,-124.075084,2016-06-01 19:11:00,https://happywhale.com/individual/19932,POINT (-124.075084 44.77995),2016-06-01,19:11:00,2016-06-01,2016,06-01
1739_246868,44.780192,-124.073796,2016-06-01 20:04:00,https://happywhale.com/individual/19934,POINT (-124.073796 44.780192),2016-06-01,20:04:00,2016-06-01,2016,06-01
1739_246815,49.16,-125.91,2016-06-08 19:48:00,,POINT (-125.91 49.16),2016-06-08,19:48:00,2016-06-08,2016,06-08
1739_208346,44.780466,-124.076457,2016-06-14 00:21:00,,POINT (-124.076457 44.780466),2016-06-14,00:21:00,2016-06-14,2016,06-14
1739_103631,44.780466,-124.076457,2016-06-14 00:22:00,https://happywhale.com/individual/19913,POINT (-124.076457 44.780466),2016-06-14,00:22:00,2016-06-14,2016,06-14
1739_70479,44.780466,-124.076457,2016-06-14 01:06:00,,POINT (-124.076457 44.780466),2016-06-14,01:06:00,2016-06-14,2016,06-14
1739_117124,44.809734,-124.064033,2016-06-18 19:06:00,https://happywhale.com/individual/19926,POINT (-124.064033 44.809734),2016-06-18,19:06:00,2016-06-18,2016,06-18
1739_71384,44.812022,-124.064441,2016-06-18 21:28:00,https://happywhale.com/individual/19935,POINT (-124.064441 44.812022),2016-06-18,21:28:00,2016-06-18,2016,06-18
1739_150731,44.812201,-124.063883,2016-06-18 21:30:00,https://happywhale.com/individual/19936,POINT (-124.063883 44.812201),2016-06-18,21:30:00,2016-06-18,2016,06-18
1739_138298,44.811008,-124.065857,2016-06-18 23:35:00,,POINT (-124.065857 44.811008),2016-06-18,23:35:00,2016-06-18,2016,06-18
1739_184145,44.780352,-124.075116,2016-07-14 19:05:00,https://happywhale.com/individual/19938,POINT (-124.075116 44.780352),2016-07-14,19:05:00,2016-07-14,2016,07-14
1739_242595,44.781258,-124.075234,2016-07-14 19:06:00,https://happywhale.com/individual/76193,POINT (-124.075234 44.781258),2016-07-14,19:06:00,2016-07-14,2016,07-14
1739_121260,44.812109,-124.064806,2016-07-14 19:42:00,https://happywhale.com/individual/19926,POINT (-124.064806 44.812109),2016-07-14,19:42:00,2016-07-14,2016,07-14
1739_46388,44.812327,-124.063084,2016-07-14 20:02:00,,POINT (-124.063084 44.812327),2016-07-14,20:02:00,2016-07-14,2016,07-14
1739_42153,44.831899,-124.064355,2016-07-18 19:16:00,,POINT (-124.064355 44.831899),2016-07-18,19:16:00,2016-07-18,2016,07-18
1739_246870,44.787352,-124.073989,2016-07-20 02:07:00,https://happywhale.com/individual/19954,POINT (-124.073989 44.787352),2016-07-20,02:07:00,2016-07-20,2016,07-20
1739_146581,44.786956,-124.073946,2016-07-20 02:12:00,https://happywhale.com/individual/19918,POINT (-124.073946 44.786956),2016-07-20,02:12:00,2016-07-20,2016,07-20
1739_104575,44.785041,-124.07517,2016-07-20 02:14:00,https://happywhale.com/individual/19953,POINT (-124.07517 44.785041),2016-07-20,02:14:00,2016-07-20,2016,07-20
1739_234291,44.809414,-124.063969,2016-07-20 19:06:00,https://happywhale.com/individual/19926,POINT (-124.063969 44.809414),2016-07-20,19:06:00,2016-07-20,2016,07-20
1739_213421,44.779737,-124.07414,2016-07-20 20:01:00,https://happywhale.com/individual/19913,POINT (-124.07414 44.779737),2016-07-20,20:01:00,2016-07-20,2016,07-20
1739_100392,44.780558,-124.074172,2016-07-20 20:08:00,https://happywhale.com/individual/19933,POINT (-124.074172 44.780558),2016-07-20,20:08:00,2016-07-20,2016,07-20
1739_108772,44.786777,-124.075813,2016-07-30 00:00:00,https://happywhale.com/individual/19954,POINT (-124.075813 44.786777),2016-07-30,00:00:00,2016-07-30,2016,07-30
1739_234292,44.787154,-124.074762,2016-07-30 00:02:00,https://happywhale.com/individual/19918,POINT (-124.074762 44.787154),2016-07-30,00:02:00,2016-07-30,2016,07-30
1739_129682,44.829892,-124.066973,2016-07-30 20:10:00,https://happywhale.com/individual/19913,POINT (-124.066973 44.829892),2016-07-30,20:10:00,2016-07-30,2016,07-30
1739_58922,44.829886,-124.064269,2016-07-31 01:44:00,https://happywhale.com/individual/19955,POINT (-124.064269 44.829886),2016-07-31,01:44:00,2016-07-31,2016,07-31
1739_21351,44.831473,-124.064097,2016-07-31 21:31:00,https://happywhale.com/individual/19921,POINT (-124.064097 44.831473),2016-07-31,21:31:00,2016-07-31,2016,07-31
1739_129683,44.831408,-124.065149,2016-07-31 23:42:00,https://happywhale.com/individual/72283,POINT (-124.065149 44.831408),2016-07-31,23:42:00,2016-07-31,2016,07-31
1739_13183,65.961245,-168.808715,2016-08-03 16:30:00,,POINT (-168.808715 65.961245),2016-08-03,16:30:00,2016-08-03,2016,08-03
1739_13184,66.490482,-168.89801,2016-08-03 18:32:00,,POINT (-168.89801 66.490482),2016-08-03,18:32:00,2016-08-03,2016,08-03
1739_88136,66.490482,-168.89801,2016-08-03 18:32:00,,POINT (-168.89801 66.490482),2016-08-03,18:32:00,2016-08-03,2016,08-03
1739_104577,44.788113,-124.074225,2016-08-08 21:21:00,https://happywhale.com/individual/19958,POINT (-124.074225 44.788113),2016-08-08,21:21:00,2016-08-08,2016,08-08
1739_100394,44.75968,-124.068453,2016-08-13 19:45:00,https://happywhale.com/individual/19959,POINT (-124.068453 44.75968),2016-08-13,19:45:00,2016-08-13,2016,08-13
1739_44740,44.80961,-124.06712,2016-08-16 17:09:00,,POINT (-124.06712 44.80961),2016-08-16,17:09:00,2016-08-16,2016,08-16
1739_21352,44.830554,-124.067123,2016-08-22 01:30:00,https://happywhale.com/individual/19926,POINT (-124.067123 44.830554),2016-08-22,01:30:00,2016-08-22,2016,08-22
1739_79630,44.830699,-124.064012,2016-08-22 01:38:00,https://happywhale.com/individual/19961,POINT (-124.064012 44.830699),2016-08-22,01:38:00,2016-08-22,2016,08-22
1739_196727,44.829481,-124.066747,2016-08-22 02:03:00,https://happywhale.com/individual/19960,POINT (-124.066747 44.829481),2016-08-22,02:03:00,2016-08-22,2016,08-22
1739_125464,44.82876,-124.066265,2016-08-24 19:27:00,https://happywhale.com/individual/19957,POINT (-124.066265 44.82876),2016-08-24,19:27:00,2016-08-24,2016,08-24
1739_255090,44.829839,-124.064151,2016-08-24 19:31:00,https://happywhale.com/individual/19962,POINT (-124.064151 44.829839),2016-08-24,19:31:00,2016-08-24,2016,08-24
1739_17254,44.781121,-124.074129,2016-08-30 22:23:00,https://happywhale.com/individual/19963,POINT (-124.074129 44.781121),2016-08-30,22:23:00,2016-08-30,2016,08-30
